"date","LocalityName","SpeciesName","sp_correct_name","LFMC"
2000-07-05,"Badalona","Cistus monspeliensis","Cistus monspeliensis",65.558912386707
2000-07-05,"Badalona","Quercus coccifera","Quercus coccifera",82.7964359150103
2000-08-02,"Badalona","Cistus monspeliensis","Cistus monspeliensis",50.0948766603416
2000-08-02,"Badalona","Quercus coccifera","Quercus coccifera",74.5389649018441
2000-08-16,"Badalona","Cistus monspeliensis","Cistus monspeliensis",44.4305381727159
2000-08-16,"Badalona","Quercus coccifera","Quercus coccifera",74.1725768321513
2002-04-17,"Badalona","Quercus coccifera","Quercus coccifera",106.2100456621
2002-05-15,"Badalona","Quercus coccifera","Quercus coccifera",115.199398043642
2002-06-12,"Badalona","Quercus coccifera","Quercus coccifera",87.0211102423768
2002-06-26,"Badalona","Quercus coccifera","Quercus coccifera",86.4665911664779
2002-07-24,"Badalona","Quercus coccifera","Quercus coccifera",91.5029208709506
2002-08-07,"Badalona","Quercus coccifera","Quercus coccifera",83.1389183457052
2002-08-21,"Badalona","Quercus coccifera","Quercus coccifera",77.8871978513876
2002-09-18,"Badalona","Quercus coccifera","Quercus coccifera",79.0123456790123
2002-10-19,"Badalona","Quercus coccifera","Quercus coccifera",77.0444763271162
2002-11-13,"Badalona","Quercus coccifera","Quercus coccifera",75.2535496957404
2003-03-12,"Badalona","Quercus coccifera","Quercus coccifera",71.7767295597484
2003-04-09,"Badalona","Quercus coccifera","Quercus coccifera",75.4898468115426
2003-05-14,"Badalona","Quercus coccifera","Quercus coccifera",107.637853949329
2003-05-28,"Badalona","Quercus coccifera","Quercus coccifera",87.3477038425492
2003-06-11,"Badalona","Cistus monspeliensis","Cistus monspeliensis",67.6646706586826
2003-06-11,"Badalona","Quercus coccifera","Quercus coccifera",80.6032482598608
2003-06-25,"Badalona","Cistus monspeliensis","Cistus monspeliensis",55.5078683834049
2003-06-25,"Badalona","Quercus coccifera","Quercus coccifera",76.3750654793085
2003-07-09,"Badalona","Cistus monspeliensis","Cistus monspeliensis",56.2384302110329
2003-07-09,"Badalona","Quercus coccifera","Quercus coccifera",76.8215720022949
2003-07-23,"Badalona","Cistus monspeliensis","Cistus monspeliensis",46.9192751235585
2003-07-23,"Badalona","Quercus coccifera","Quercus coccifera",73.4655335221907
2003-08-06,"Badalona","Cistus monspeliensis","Cistus monspeliensis",48.8836104513064
2003-08-06,"Badalona","Quercus coccifera","Quercus coccifera",69.6236559139785
2003-08-20,"Badalona","Cistus monspeliensis","Cistus monspeliensis",78.4665579119087
2003-08-20,"Badalona","Quercus coccifera","Quercus coccifera",76.9327467001886
2003-09-10,"Badalona","Cistus monspeliensis","Cistus monspeliensis",128.22936357908
2003-09-10,"Badalona","Quercus coccifera","Quercus coccifera",73.0248306997743
2003-09-24,"Badalona","Cistus monspeliensis","Cistus monspeliensis",115.400516795866
2003-09-24,"Badalona","Quercus coccifera","Quercus coccifera",70.733137829912
2003-10-22,"Badalona","Cistus monspeliensis","Cistus monspeliensis",143.955195056006
2003-10-22,"Badalona","Quercus coccifera","Quercus coccifera",76.4795918367347
2003-11-12,"Badalona","Cistus monspeliensis","Cistus monspeliensis",173.557692307692
2003-11-12,"Badalona","Quercus coccifera","Quercus coccifera",79.0375203915171
2003-12-17,"Badalona","Cistus monspeliensis","Cistus monspeliensis",182.608695652174
2003-12-17,"Badalona","Quercus coccifera","Quercus coccifera",71.5223097112861
2004-02-11,"Badalona","Cistus monspeliensis","Cistus monspeliensis",142.149362477231
2004-02-11,"Badalona","Quercus coccifera","Quercus coccifera",60.5938600905888
2004-03-03,"Badalona","Cistus monspeliensis","Cistus monspeliensis",145.904887714663
2004-03-03,"Badalona","Quercus coccifera","Quercus coccifera",69.0384615384615
2004-03-18,"Badalona","Cistus monspeliensis","Cistus monspeliensis",175.817595578075
2004-03-18,"Badalona","Quercus coccifera","Quercus coccifera",63.9770323360532
2004-04-28,"Badalona","Cistus monspeliensis","Cistus monspeliensis",181.032588795313
2004-04-28,"Badalona","Quercus coccifera","Quercus coccifera",88.7209302325581
2004-05-26,"Badalona","Cistus monspeliensis","Cistus monspeliensis",163.854930725346
2004-05-26,"Badalona","Quercus coccifera","Quercus coccifera",106.423718344657
2004-06-09,"Badalona","Cistus monspeliensis","Cistus monspeliensis",116.713615023474
2004-06-09,"Badalona","Quercus coccifera","Quercus coccifera",86.2660944206009
2004-06-23,"Badalona","Cistus monspeliensis","Cistus monspeliensis",82.4800910125142
2004-06-23,"Badalona","Quercus coccifera","Quercus coccifera",81.5472203616879
2004-07-07,"Badalona","Cistus monspeliensis","Cistus monspeliensis",56.3925729442971
2004-07-07,"Badalona","Quercus coccifera","Quercus coccifera",80.3559657218194
2004-07-21,"Badalona","Cistus monspeliensis","Cistus monspeliensis",105.214836577304
2004-07-21,"Badalona","Quercus coccifera","Quercus coccifera",81.3493975903614
2004-08-18,"Badalona","Cistus monspeliensis","Cistus monspeliensis",51.1916110581506
2004-08-18,"Badalona","Quercus coccifera","Quercus coccifera",73.4707018673535
2004-09-15,"Badalona","Cistus monspeliensis","Cistus monspeliensis",132.249322493225
2004-09-15,"Badalona","Quercus coccifera","Quercus coccifera",72.2153465346535
2004-09-29,"Badalona","Cistus monspeliensis","Cistus monspeliensis",106.603773584906
2004-09-29,"Badalona","Quercus coccifera","Quercus coccifera",77.5465498357065
2004-10-13,"Badalona","Cistus monspeliensis","Cistus monspeliensis",107.34933855953
2004-10-13,"Badalona","Quercus coccifera","Quercus coccifera",78.1629116117851
2004-11-10,"Badalona","Cistus monspeliensis","Cistus monspeliensis",159.48670944088
2004-11-10,"Badalona","Quercus coccifera","Quercus coccifera",71.0843373493976
2004-11-24,"Badalona","Cistus monspeliensis","Cistus monspeliensis",124.112231477422
2004-11-24,"Badalona","Quercus coccifera","Quercus coccifera",71.5436810856658
2004-12-15,"Badalona","Cistus monspeliensis","Cistus monspeliensis",126.899128268991
2004-12-15,"Badalona","Quercus coccifera","Quercus coccifera",77.4955436720143
2004-12-29,"Badalona","Cistus monspeliensis","Cistus monspeliensis",122.18347639485
2004-12-29,"Badalona","Quercus coccifera","Quercus coccifera",71.490514905149
2005-01-12,"Badalona","Cistus monspeliensis","Cistus monspeliensis",135.267175572519
2005-01-12,"Badalona","Quercus coccifera","Quercus coccifera",73.9244951712028
2005-01-26,"Badalona","Cistus monspeliensis","Cistus monspeliensis",123.366714353839
2005-01-26,"Badalona","Quercus coccifera","Quercus coccifera",72.02416918429
2005-02-09,"Badalona","Cistus monspeliensis","Cistus monspeliensis",103.5848047084
2005-02-09,"Badalona","Quercus coccifera","Quercus coccifera",75.7785467128028
2005-02-23,"Badalona","Cistus monspeliensis","Cistus monspeliensis",125.72741194487
2005-02-23,"Badalona","Quercus coccifera","Quercus coccifera",72.5358045492839
2005-03-09,"Badalona","Cistus monspeliensis","Cistus monspeliensis",125.23973916379
2005-03-09,"Badalona","Quercus coccifera","Quercus coccifera",70.309050772627
2005-03-23,"Badalona","Cistus monspeliensis","Cistus monspeliensis",132.48730964467
2005-03-23,"Badalona","Quercus coccifera","Quercus coccifera",66.7705088265836
2005-04-06,"Badalona","Cistus monspeliensis","Cistus monspeliensis",130.731407498463
2005-04-06,"Badalona","Quercus coccifera","Quercus coccifera",64.5338208409506
2005-04-20,"Badalona","Cistus monspeliensis","Cistus monspeliensis",132.391955498502
2005-04-20,"Badalona","Quercus coccifera","Quercus coccifera",67.75956284153
2005-05-04,"Badalona","Cistus monspeliensis","Cistus monspeliensis",117.171428571429
2005-05-04,"Badalona","Quercus coccifera","Quercus coccifera",65.1868294487606
2005-05-18,"Badalona","Cistus monspeliensis","Cistus monspeliensis",133.571004159239
2005-05-18,"Badalona","Quercus coccifera","Quercus coccifera",62.8301886792453
2005-06-15,"Badalona","Cistus monspeliensis","Cistus monspeliensis",107.681849082257
2005-06-15,"Badalona","Quercus coccifera","Quercus coccifera",64.026402640264
2005-06-29,"Badalona","Cistus monspeliensis","Cistus monspeliensis",70.6400469759248
2005-06-29,"Badalona","Quercus coccifera","Quercus coccifera",59.0048436811977
2005-07-13,"Badalona","Cistus monspeliensis","Cistus monspeliensis",64.8764769065521
2005-07-13,"Badalona","Quercus coccifera","Quercus coccifera",75.0192752505783
2005-07-29,"Badalona","Cistus monspeliensis","Cistus monspeliensis",68.4824902723736
2005-07-29,"Badalona","Quercus coccifera","Quercus coccifera",66.2162162162162
2005-08-10,"Badalona","Cistus monspeliensis","Cistus monspeliensis",97.0418006430868
2005-08-10,"Badalona","Quercus coccifera","Quercus coccifera",62.7906976744186
2005-08-24,"Badalona","Cistus monspeliensis","Cistus monspeliensis",82.6265389876881
2005-08-24,"Badalona","Quercus coccifera","Quercus coccifera",166.364186327889
2005-09-07,"Badalona","Cistus monspeliensis","Cistus monspeliensis",119.957196361691
2005-09-07,"Badalona","Quercus coccifera","Quercus coccifera",73.9154616240267
2005-09-20,"Badalona","Cistus monspeliensis","Cistus monspeliensis",123.459539717892
2005-09-20,"Badalona","Quercus coccifera","Quercus coccifera",75.0303766707169
2005-10-05,"Badalona","Cistus monspeliensis","Cistus monspeliensis",128.693693693694
2005-10-05,"Badalona","Quercus coccifera","Quercus coccifera",90.1869158878504
2005-10-19,"Badalona","Cistus monspeliensis","Cistus monspeliensis",159.233097880928
2005-10-19,"Badalona","Quercus coccifera","Quercus coccifera",76.3706938379428
2005-11-02,"Badalona","Cistus monspeliensis","Cistus monspeliensis",156.158017041053
2005-11-02,"Badalona","Quercus coccifera","Quercus coccifera",69.4711538461538
2005-11-30,"Badalona","Cistus monspeliensis","Cistus monspeliensis",162.412831241283
2005-11-30,"Badalona","Quercus coccifera","Quercus coccifera",71.7337307501242
2005-12-28,"Badalona","Cistus monspeliensis","Cistus monspeliensis",145.925110132159
2005-12-28,"Badalona","Quercus coccifera","Quercus coccifera",67.8571428571428
2006-01-11,"Badalona","Cistus monspeliensis","Cistus monspeliensis",147.79381443299
2006-01-11,"Badalona","Quercus coccifera","Quercus coccifera",65.4240065546907
2006-01-25,"Badalona","Cistus monspeliensis","Cistus monspeliensis",156.011904761905
2006-01-25,"Badalona","Quercus coccifera","Quercus coccifera",68.4210526315789
2006-02-08,"Badalona","Cistus monspeliensis","Cistus monspeliensis",169.945652173913
2006-02-08,"Badalona","Quercus coccifera","Quercus coccifera",70.3417861080485
2006-02-22,"Badalona","Cistus monspeliensis","Cistus monspeliensis",149.313186813187
2006-02-22,"Badalona","Quercus coccifera","Quercus coccifera",70.7871396895787
2006-03-08,"Badalona","Cistus monspeliensis","Cistus monspeliensis",150.696991929567
2006-03-08,"Badalona","Quercus coccifera","Quercus coccifera",72.6800296956199
2006-03-22,"Badalona","Cistus monspeliensis","Cistus monspeliensis",150
2006-03-22,"Badalona","Quercus coccifera","Quercus coccifera",71.7857142857143
2006-04-05,"Badalona","Cistus monspeliensis","Cistus monspeliensis",149.124343257443
2006-04-05,"Badalona","Quercus coccifera","Quercus coccifera",69.3390452876377
2006-04-19,"Badalona","Cistus monspeliensis","Cistus monspeliensis",137.948084054388
2006-04-19,"Badalona","Quercus coccifera","Quercus coccifera",110.607287449393
2006-05-03,"Badalona","Cistus monspeliensis","Cistus monspeliensis",124.401294498382
2006-05-03,"Badalona","Quercus coccifera","Quercus coccifera",123.513658275308
2006-05-17,"Badalona","Cistus monspeliensis","Cistus monspeliensis",105.192479856759
2006-05-17,"Badalona","Quercus coccifera","Quercus coccifera",94.8672566371681
2006-05-31,"Badalona","Cistus monspeliensis","Cistus monspeliensis",88.3780332056194
2006-05-31,"Badalona","Quercus coccifera","Quercus coccifera",98.4756097560976
2006-06-14,"Badalona","Cistus monspeliensis","Cistus monspeliensis",63.4274772618478
2006-06-14,"Badalona","Quercus coccifera","Quercus coccifera",80.1565120178871
2006-06-28,"Badalona","Cistus monspeliensis","Cistus monspeliensis",52.8795811518325
2006-06-28,"Badalona","Quercus coccifera","Quercus coccifera",77.2942289498581
2006-07-12,"Badalona","Cistus monspeliensis","Cistus monspeliensis",61.6243654822335
2006-07-12,"Badalona","Quercus coccifera","Quercus coccifera",77.9185520361991
2006-07-26,"Badalona","Cistus monspeliensis","Cistus monspeliensis",45.5460493205838
2006-07-26,"Badalona","Quercus coccifera","Quercus coccifera",71.597265382225
2006-08-09,"Badalona","Cistus monspeliensis","Cistus monspeliensis",60.9241300627496
2006-08-09,"Badalona","Quercus coccifera","Quercus coccifera",75.3229974160206
2006-08-23,"Badalona","Cistus monspeliensis","Cistus monspeliensis",89.6290050590219
2006-08-23,"Badalona","Quercus coccifera","Quercus coccifera",70.959595959596
2006-09-05,"Badalona","Cistus monspeliensis","Cistus monspeliensis",74.020737327189
2006-09-05,"Badalona","Quercus coccifera","Quercus coccifera",73.1277533039648
2006-09-20,"Badalona","Cistus monspeliensis","Cistus monspeliensis",130.649350649351
2006-09-20,"Badalona","Quercus coccifera","Quercus coccifera",74.7732893652102
2006-10-04,"Badalona","Cistus monspeliensis","Cistus monspeliensis",141.168658698539
2006-10-04,"Badalona","Quercus coccifera","Quercus coccifera",74.8837209302326
2006-11-02,"Badalona","Cistus monspeliensis","Cistus monspeliensis",187.261904761905
2006-11-02,"Badalona","Quercus coccifera","Quercus coccifera",83.5930339138405
2006-11-15,"Badalona","Cistus monspeliensis","Cistus monspeliensis",172.28144989339
2006-11-15,"Badalona","Quercus coccifera","Quercus coccifera",77.8343949044586
2006-12-12,"Badalona","Cistus monspeliensis","Cistus monspeliensis",132.241813602015
2006-12-12,"Badalona","Quercus coccifera","Quercus coccifera",70.6146926536732
2007-01-03,"Badalona","Cistus monspeliensis","Cistus monspeliensis",125.375854214123
2007-01-03,"Badalona","Quercus coccifera","Quercus coccifera",70.8236389018148
2007-01-17,"Badalona","Cistus monspeliensis","Cistus monspeliensis",135.238095238095
2007-01-17,"Badalona","Quercus coccifera","Quercus coccifera",71.3200379867047
2007-01-31,"Badalona","Cistus monspeliensis","Cistus monspeliensis",128.330614464383
2007-01-31,"Badalona","Quercus coccifera","Quercus coccifera",72.6426076833527
2007-02-14,"Badalona","Cistus monspeliensis","Cistus monspeliensis",134.394904458599
2007-02-14,"Badalona","Quercus coccifera","Quercus coccifera",66.1637931034483
2007-02-28,"Badalona","Cistus monspeliensis","Cistus monspeliensis",152.677029360967
2007-02-28,"Badalona","Quercus coccifera","Quercus coccifera",72.4050632911392
2007-03-14,"Badalona","Cistus monspeliensis","Cistus monspeliensis",132.03125
2007-03-14,"Badalona","Quercus coccifera","Quercus coccifera",66.0127931769723
2007-03-28,"Badalona","Cistus monspeliensis","Cistus monspeliensis",143.68932038835
2007-03-28,"Badalona","Quercus coccifera","Quercus coccifera",67.9089026915114
2007-04-11,"Badalona","Cistus monspeliensis","Cistus monspeliensis",172.701949860724
2007-04-11,"Badalona","Quercus coccifera","Quercus coccifera",68.8940092165899
2007-04-26,"Badalona","Cistus monspeliensis","Cistus monspeliensis",155.111976630964
2007-04-26,"Badalona","Quercus coccifera","Quercus coccifera",100.651465798046
2007-05-10,"Badalona","Cistus monspeliensis","Cistus monspeliensis",160.030395136778
2007-05-10,"Badalona","Quercus coccifera","Quercus coccifera",93.6046511627907
2007-05-23,"Badalona","Cistus monspeliensis","Cistus monspeliensis",147.330097087379
2007-05-23,"Badalona","Quercus coccifera","Quercus coccifera",88.8728323699422
2007-06-06,"Badalona","Cistus monspeliensis","Cistus monspeliensis",100.302928306967
2007-06-06,"Badalona","Quercus coccifera","Quercus coccifera",76.0709010339734
2007-06-20,"Badalona","Cistus monspeliensis","Cistus monspeliensis",45.6184276414622
2007-06-20,"Badalona","Quercus coccifera","Quercus coccifera",77.0130763936683
2007-07-04,"Badalona","Cistus monspeliensis","Cistus monspeliensis",70.0686106346484
2007-07-04,"Badalona","Quercus coccifera","Quercus coccifera",74.4696415508413
2007-07-18,"Badalona","Cistus monspeliensis","Cistus monspeliensis",78.8898233809924
2007-07-18,"Badalona","Quercus coccifera","Quercus coccifera",69.1512279190004
2007-08-01,"Badalona","Cistus monspeliensis","Cistus monspeliensis",52.303961196443
2007-08-01,"Badalona","Quercus coccifera","Quercus coccifera",82.1631051024858
2007-08-30,"Badalona","Cistus monspeliensis","Cistus monspeliensis",92.7305770104498
2007-08-30,"Badalona","Quercus coccifera","Quercus coccifera",80.1399825021872
2007-09-12,"Badalona","Cistus monspeliensis","Cistus monspeliensis",103.843947217441
2007-09-12,"Badalona","Quercus coccifera","Quercus coccifera",73.6842105263158
2007-09-26,"Badalona","Cistus monspeliensis","Cistus monspeliensis",83.1212892281595
2007-09-26,"Badalona","Quercus coccifera","Quercus coccifera",72.0439189189189
2007-10-10,"Badalona","Cistus monspeliensis","Cistus monspeliensis",127.436194895592
2007-10-10,"Badalona","Quercus coccifera","Quercus coccifera",72.0616570327553
2007-10-24,"Badalona","Cistus monspeliensis","Cistus monspeliensis",145.464247598719
2007-10-24,"Badalona","Quercus coccifera","Quercus coccifera",84.4476744186046
2007-11-07,"Badalona","Cistus monspeliensis","Cistus monspeliensis",147.703180212014
2007-11-07,"Badalona","Quercus coccifera","Quercus coccifera",72.8199320498301
2007-11-22,"Badalona","Cistus monspeliensis","Cistus monspeliensis",125.344180225282
2007-11-22,"Badalona","Quercus coccifera","Quercus coccifera",76.8877763871506
2007-12-05,"Badalona","Cistus monspeliensis","Cistus monspeliensis",136.099585062241
2007-12-05,"Badalona","Quercus coccifera","Quercus coccifera",64.9101431617423
2007-12-19,"Badalona","Cistus monspeliensis","Cistus monspeliensis",133.405522468868
2007-12-19,"Badalona","Quercus coccifera","Quercus coccifera",70.3349282296651
2008-01-09,"Badalona","Cistus monspeliensis","Cistus monspeliensis",129.06976744186
2008-01-09,"Badalona","Quercus coccifera","Quercus coccifera",72.0496894409938
2008-02-06,"Badalona","Cistus monspeliensis","Cistus monspeliensis",124.22934648582
2008-02-06,"Badalona","Quercus coccifera","Quercus coccifera",65.9136748688988
2008-02-21,"Badalona","Cistus monspeliensis","Cistus monspeliensis",139.696021457309
2008-02-21,"Badalona","Quercus coccifera","Quercus coccifera",70.0161203653949
2008-03-05,"Badalona","Cistus monspeliensis","Cistus monspeliensis",169.399538106236
2008-03-05,"Badalona","Quercus coccifera","Quercus coccifera",63.9570552147239
2008-03-19,"Badalona","Cistus monspeliensis","Cistus monspeliensis",140.281537628587
2008-03-19,"Badalona","Quercus coccifera","Quercus coccifera",69.4029850746269
2008-04-02,"Badalona","Cistus monspeliensis","Cistus monspeliensis",142.082940622055
2008-04-02,"Badalona","Quercus coccifera","Quercus coccifera",65.751211631664
2008-04-16,"Badalona","Cistus monspeliensis","Cistus monspeliensis",137.49404478323
2008-04-16,"Badalona","Quercus coccifera","Quercus coccifera",62.798766383963
2008-04-30,"Badalona","Cistus monspeliensis","Cistus monspeliensis",127.624750499002
2008-04-30,"Badalona","Quercus coccifera","Quercus coccifera",61.374306444729
2008-05-14,"Badalona","Cistus monspeliensis","Cistus monspeliensis",147.855917667238
2008-05-14,"Badalona","Quercus coccifera","Quercus coccifera",64.7203947368421
2008-05-28,"Badalona","Cistus monspeliensis","Cistus monspeliensis",170.276774969916
2008-05-28,"Badalona","Quercus coccifera","Quercus coccifera",89.9703264094956
2008-06-11,"Badalona","Cistus monspeliensis","Cistus monspeliensis",145.959402527767
2008-06-11,"Badalona","Quercus coccifera","Quercus coccifera",97.7438389448108
2008-06-25,"Badalona","Cistus monspeliensis","Cistus monspeliensis",101.645123384254
2008-06-25,"Badalona","Quercus coccifera","Quercus coccifera",105.524625267666
2008-07-09,"Badalona","Cistus monspeliensis","Cistus monspeliensis",82.7373068432671
2008-07-09,"Badalona","Quercus coccifera","Quercus coccifera",85.4352863290301
2008-07-23,"Badalona","Cistus monspeliensis","Cistus monspeliensis",108.886765408505
2008-07-23,"Badalona","Quercus coccifera","Quercus coccifera",100
2008-08-07,"Badalona","Cistus monspeliensis","Cistus monspeliensis",70.7941287165977
2008-08-07,"Badalona","Quercus coccifera","Quercus coccifera",92.8246589186458
2008-08-20,"Badalona","Cistus monspeliensis","Cistus monspeliensis",71.0423336890786
2008-08-20,"Badalona","Quercus coccifera","Quercus coccifera",84.7493778883754
2008-09-03,"Badalona","Cistus monspeliensis","Cistus monspeliensis",72.0565749235474
2008-09-03,"Badalona","Quercus coccifera","Quercus coccifera",85.1393188854489
2008-09-30,"Badalona","Cistus monspeliensis","Cistus monspeliensis",97.5
2008-09-30,"Badalona","Quercus coccifera","Quercus coccifera",74.5445593303791
2008-09-15,"Badalona","Cistus monspeliensis","Cistus monspeliensis",110.683951721055
2008-09-15,"Badalona","Quercus coccifera","Quercus coccifera",70.9866666666667
2008-11-27,"Badalona","Cistus monspeliensis","Cistus monspeliensis",144.505160898604
2008-11-27,"Badalona","Quercus coccifera","Quercus coccifera",76.9668737060041
2008-12-11,"Badalona","Cistus monspeliensis","Cistus monspeliensis",132.263736263736
2008-12-11,"Badalona","Quercus coccifera","Quercus coccifera",71.8674698795181
2009-01-21,"Badalona","Cistus monspeliensis","Cistus monspeliensis",146.492985971944
2009-01-21,"Badalona","Quercus coccifera","Quercus coccifera",76.5232974910394
2009-02-04,"Badalona","Cistus monspeliensis","Cistus monspeliensis",158.874931731294
2009-02-04,"Badalona","Quercus coccifera","Quercus coccifera",72.4879097259538
2009-02-18,"Badalona","Cistus monspeliensis","Cistus monspeliensis",145.968992248062
2009-02-18,"Badalona","Quercus coccifera","Quercus coccifera",76.4536557282671
2009-03-04,"Badalona","Cistus monspeliensis","Cistus monspeliensis",175.834542815675
2009-03-04,"Badalona","Quercus coccifera","Quercus coccifera",76.7754318618042
2009-03-18,"Badalona","Cistus monspeliensis","Cistus monspeliensis",131.462060456508
2009-03-18,"Badalona","Quercus coccifera","Quercus coccifera",69.2058346839546
2009-04-16,"Badalona","Cistus monspeliensis","Cistus monspeliensis",175.754310344828
2009-04-16,"Badalona","Quercus coccifera","Quercus coccifera",94.3027672273467
2009-04-29,"Badalona","Cistus monspeliensis","Cistus monspeliensis",185.873605947955
2009-04-29,"Badalona","Quercus coccifera","Quercus coccifera",148.217317487267
2009-05-29,"Badalona","Cistus monspeliensis","Cistus monspeliensis",142.852185981957
2009-05-29,"Badalona","Quercus coccifera","Quercus coccifera",110.968178740691
2009-06-11,"Badalona","Cistus monspeliensis","Cistus monspeliensis",77.3255813953488
2009-06-11,"Badalona","Quercus coccifera","Quercus coccifera",99.6372430471584
2009-06-26,"Badalona","Cistus monspeliensis","Cistus monspeliensis",60.9672505712109
2009-06-26,"Badalona","Quercus coccifera","Quercus coccifera",78.8788221970555
2009-07-08,"Badalona","Cistus monspeliensis","Cistus monspeliensis",95.0428396572827
2009-07-08,"Badalona","Quercus coccifera","Quercus coccifera",89.4495412844037
2009-07-24,"Badalona","Cistus monspeliensis","Cistus monspeliensis",66.7530784186649
2009-07-24,"Badalona","Quercus coccifera","Quercus coccifera",99.6192289386007
2009-08-07,"Badalona","Cistus monspeliensis","Cistus monspeliensis",63.6216216216216
2009-08-07,"Badalona","Quercus coccifera","Quercus coccifera",79.4857768052516
2009-08-21,"Badalona","Cistus monspeliensis","Cistus monspeliensis",56.9135163127913
2009-08-21,"Badalona","Quercus coccifera","Quercus coccifera",78.0685920577617
2009-09-04,"Badalona","Cistus monspeliensis","Cistus monspeliensis",62.0869565217391
2009-09-04,"Badalona","Quercus coccifera","Quercus coccifera",75.531914893617
2009-09-21,"Badalona","Cistus monspeliensis","Cistus monspeliensis",52.2311631309437
2009-09-21,"Badalona","Quercus coccifera","Quercus coccifera",79.0443006470881
2009-09-30,"Badalona","Cistus monspeliensis","Cistus monspeliensis",62.4605678233439
2009-09-30,"Badalona","Quercus coccifera","Quercus coccifera",69.7963800904977
2009-10-14,"Badalona","Quercus coccifera","Quercus coccifera",69.3762781186094
2009-10-14,"Badalona","Cistus monspeliensis","Cistus monspeliensis",77.2511848341232
2009-10-30,"Badalona","Cistus monspeliensis","Cistus monspeliensis",132.446463335496
2009-10-30,"Badalona","Quercus coccifera","Quercus coccifera",72.2033898305085
2009-11-13,"Badalona","Cistus monspeliensis","Cistus monspeliensis",107.094188376754
2009-11-13,"Badalona","Quercus coccifera","Quercus coccifera",70.4070407040704
2009-11-27,"Badalona","Cistus monspeliensis","Cistus monspeliensis",158.266452648475
2009-11-27,"Badalona","Quercus coccifera","Quercus coccifera",77.2917914919113
2009-12-09,"Badalona","Cistus monspeliensis","Cistus monspeliensis",129.675994108984
2009-12-09,"Badalona","Quercus coccifera","Quercus coccifera",73.6884584342211
2010-01-13,"Badalona","Cistus monspeliensis","Cistus monspeliensis",151.077414205906
2010-01-13,"Badalona","Quercus coccifera","Quercus coccifera",83.4408602150538
2010-01-27,"Badalona","Cistus monspeliensis","Cistus monspeliensis",148.323793949305
2010-01-27,"Badalona","Quercus coccifera","Quercus coccifera",72.5026852846402
2010-02-10,"Badalona","Cistus monspeliensis","Cistus monspeliensis",142.604712041885
2010-02-10,"Badalona","Quercus coccifera","Quercus coccifera",72.3738626964433
2010-02-24,"Badalona","Cistus monspeliensis","Cistus monspeliensis",148.187211601846
2010-02-24,"Badalona","Quercus coccifera","Quercus coccifera",67.3575129533679
2010-04-09,"Badalona","Cistus monspeliensis","Cistus monspeliensis",184.748427672956
2010-04-09,"Badalona","Quercus coccifera","Quercus coccifera",68.3829444891392
2010-04-21,"Badalona","Cistus monspeliensis","Cistus monspeliensis",165.717539863326
2010-04-21,"Badalona","Quercus coccifera","Quercus coccifera",76.6990291262136
2010-05-19,"Badalona","Cistus monspeliensis","Cistus monspeliensis",164.030462800234
2010-05-19,"Badalona","Quercus coccifera","Quercus coccifera",99.2868059093224
2010-06-30,"Badalona","Cistus monspeliensis","Cistus monspeliensis",80.6626314112775
2010-06-30,"Badalona","Quercus coccifera","Quercus coccifera",80.2750118539592
