"SiteCode","SiteName","Species","sp_correct_name","SiteXSpecies","date","Year","Month","Doy","RobustLFMC","RobustStandErrLFMC","RobustNval"
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","25/09/2000",2000,9,269,63.50889,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","28/09/2000",2000,9,272,60.98129,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","05/07/2001",2001,7,186,80.56121,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","09/07/2001",2001,7,190,88.27052,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","12/07/2001",2001,7,193,82.4242,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","16/07/2001",2001,7,197,79.69992,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","19/07/2001",2001,7,200,75.45997,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","23/07/2001",2001,7,204,70.96621,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","26/07/2001",2001,7,207,67.50216,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","30/07/2001",2001,7,211,78.37649,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","02/08/2001",2001,8,214,78.26808,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","06/08/2001",2001,8,218,67.96524,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","09/08/2001",2001,8,221,76.1868,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","13/08/2001",2001,8,225,66.62608,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","16/08/2001",2001,8,228,67.84873,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","20/08/2001",2001,8,232,72.5278,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","23/08/2001",2001,8,235,69.30094,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","27/08/2001",2001,8,239,60.46374,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","30/08/2001",2001,8,242,58.23229,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","03/09/2001",2001,9,246,60.39236,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","06/09/2001",2001,9,249,69.12006,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","10/09/2001",2001,9,253,57.91783,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","13/09/2001",2001,9,256,54.61356,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","17/09/2001",2001,9,260,53.36463,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","20/09/2001",2001,9,263,68.9214,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","08/07/2002",2002,7,189,80.57257,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","15/07/2002",2002,7,196,76.80744,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","22/07/2002",2002,7,203,72.00865,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","29/07/2002",2002,7,210,77.68887,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","05/08/2002",2002,8,217,77.91096,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","08/08/2002",2002,8,220,81.72113,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","12/08/2002",2002,8,224,66.24879,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","19/08/2002",2002,8,231,65.6528,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","22/08/2002",2002,8,234,64.259,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","29/08/2002",2002,8,241,67.34058,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","07/07/2003",2003,7,188,79.35866,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","10/07/2003",2003,7,191,76.2303,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","17/07/2003",2003,7,198,71.37954,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","21/07/2003",2003,7,202,66.74133,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","24/07/2003",2003,7,205,70.12741,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","28/07/2003",2003,7,209,65.34955,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","31/07/2003",2003,7,212,72.91053,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","04/08/2003",2003,8,216,57.02516,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","07/08/2003",2003,8,219,58.52966,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","11/08/2003",2003,8,223,56.11999,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","18/08/2003",2003,8,230,74.49625,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","21/08/2003",2003,8,233,64.5034,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","28/08/2003",2003,8,240,70.0051,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","01/09/2003",2003,9,244,62.55707,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","04/09/2003",2003,9,247,66.82339,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","08/09/2003",2003,9,251,67.61801,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","05/07/2004",2004,7,187,81.59008,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","12/07/2004",2004,7,194,77.58588,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","19/07/2004",2004,7,201,70.00979,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","22/07/2004",2004,7,204,66.59308,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","26/07/2004",2004,7,208,66.16352,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","29/07/2004",2004,7,211,63.6371,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","02/08/2004",2004,8,215,61.56646,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","05/08/2004",2004,8,218,74.97137,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","09/08/2004",2004,8,222,68.81227,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","12/08/2004",2004,8,225,66.62525,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","16/08/2004",2004,8,229,60.90027,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","19/08/2004",2004,8,232,72.95084,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","23/08/2004",2004,8,236,69.83464,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","26/08/2004",2004,8,239,65.48452,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","30/08/2004",2004,8,243,69.19636,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","02/09/2004",2004,9,246,62.07721,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","06/09/2004",2004,9,250,59.63099,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","09/09/2004",2004,9,253,49.54308,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","13/09/2004",2004,9,257,53.39256,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","16/09/2004",2004,9,260,71.7031,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","04/07/2005",2005,7,185,90.5492,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","07/07/2005",2005,7,188,81.72046,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","11/07/2005",2005,7,192,71.89446,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","21/07/2005",2005,7,202,62.81609,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","25/07/2005",2005,7,206,64.31834,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","28/07/2005",2005,7,209,61.40845,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","01/08/2005",2005,8,213,60.94622,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","04/08/2005",2005,8,216,59.06571,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","08/08/2005",2005,8,220,55.64295,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","11/08/2005",2005,8,223,58.54839,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","18/08/2005",2005,8,230,66.06897,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","22/08/2005",2005,8,234,67.81612,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","25/08/2005",2005,8,237,60.68342,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","29/08/2005",2005,8,241,66.93199,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","01/09/2005",2005,9,244,61.39906,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","26/06/2006",2006,6,177,80.21749,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","03/07/2006",2006,7,184,68.913,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","06/07/2006",2006,7,187,71.39903,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","10/07/2006",2006,7,191,76.34833,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","17/07/2006",2006,7,198,80.38638,1.7745435,4
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","20/07/2006",2006,7,201,71.93845,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","24/07/2006",2006,7,205,62.18436,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","27/07/2006",2006,7,208,66.20635,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","31/07/2006",2006,7,212,62.18342,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","03/08/2006",2006,8,215,63.51467,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","07/08/2006",2006,8,219,63.11684,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","10/08/2006",2006,8,222,64.97535,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","17/08/2006",2006,8,229,70.80999,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","21/08/2006",2006,8,233,68.12166,1.7745435,4
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","28/08/2006",2006,8,240,57.3327,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","31/08/2006",2006,8,243,47.44261,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","04/09/2006",2006,9,247,51.50241,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","11/09/2006",2006,9,254,55.26772,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","18/09/2006",2006,9,261,65.35852,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","25/06/2007",2007,6,176,84.6657,2.0490663,3
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","02/07/2007",2007,7,183,86.00659,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","05/07/2007",2007,7,186,80.51355,2.0490663,3
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","12/07/2007",2007,7,193,67.60143,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","16/07/2007",2007,7,197,81.33203,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","19/07/2007",2007,7,200,65.26209,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","23/07/2007",2007,7,204,65.27424,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","26/07/2007",2007,7,207,63.08479,2.0490663,3
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","30/07/2007",2007,7,211,60.74299,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","02/08/2007",2007,8,214,67.17884,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","06/08/2007",2007,8,218,60.57285,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","09/08/2007",2007,8,221,59.76986,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","13/08/2007",2007,8,225,59.62445,1.5871999,5
"D04S1","Les Adrechs","Genista cinerea","Genista cinerea","D04S1XGencin","16/08/2007",2007,8,228,57.07836,1.5871999,5
